name	kind	evidence	profiles	member	line	byte-offset	registered-in	display-name	display-source	fields	references	anchor
order/encounter41	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter41.gs	1	0	gs\dungeons.gs	or a2e41 - enc41	encounter-key	24	0	encounter-order-encounter41
order/encounter42	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter42.gs	1	0	gs\dungeons.gs	or a2e42 - enc42	encounter-key	24	0	encounter-order-encounter42
order/encounter43	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter43.gs	1	0	gs\dungeons.gs	or a2e43 - enc43	encounter-key	25	0	encounter-order-encounter43
order/encounter44	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter44.gs	1	0	gs\dungeons.gs	or a2e44 - enc44	encounter-key	25	0	encounter-order-encounter44
order/encounter45	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter45.gs	1	0	gs\dungeons.gs	or a2e45 - enc45	encounter-key	23	0	encounter-order-encounter45
order/encounter46	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter46.gs	1	0	gs\dungeons.gs	or a3e46 - e46 5lvl	encounter-key	26	0	encounter-order-encounter46
order/encounter47	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter47.gs	1	0	gs\dungeons.gs	or a3e47 - enc47	encounter-key	24	0	encounter-order-encounter47
order/encounter48	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter48.gs	1	0	gs\dungeons.gs	or a3e48 - enc48	encounter-key	26	0	encounter-order-encounter48
order/encounter49	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter49.gs	1	0	gs\dungeons.gs	or a3e49 - enc49	encounter-key	25	0	encounter-order-encounter49
order/encounter5	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter5.gs	1	0	gs\dungeons.gs	or a1e5 - enc5	encounter-key	22	0	encounter-order-encounter5
order/encounter50	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter50.gs	1	0	gs\dungeons.gs	or a3e50 - enc50	encounter-key	25	0	encounter-order-encounter50
order/encounter51	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter51.gs	1	0	gs\dungeons.gs	or a3e51 - enc51	encounter-key	25	0	encounter-order-encounter51
order/encounter52	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter52.gs	1	0	gs\dungeons.gs	or a3e52 - enc52	encounter-key	26	0	encounter-order-encounter52
order/encounter53	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter53.gs	1	0	gs\dungeons.gs	or a3e53 - enc53	encounter-key	24	0	encounter-order-encounter53
order/encounter54	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter54.gs	1	0	gs\dungeons.gs	or a3e54 - enc54	encounter-key	26	0	encounter-order-encounter54
order/encounter55	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter55.gs	1	0	gs\dungeons.gs	or a3e55 - encounter55	encounter-key	26	0	encounter-order-encounter55
order/encounter56	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter56.gs	1	0	gs\dungeons.gs	or a3e56 - encounter56	encounter-key	26	0	encounter-order-encounter56
order/encounter57	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter57.gs	1	0	gs\dungeons.gs	or a3e57 - enc57	encounter-key	26	0	encounter-order-encounter57
order/encounter58	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter58.gs	1	0	gs\dungeons.gs	or a3e58 - enc58	encounter-key	26	0	encounter-order-encounter58
order/encounter59	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter59.gs	1	0	gs\dungeons.gs	or a3e59 - encounter59	encounter-key	25	0	encounter-order-encounter59
order/encounter6	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter6.gs	1	0	gs\dungeons.gs	or a1e6 - enc6	encounter-key	24	0	encounter-order-encounter6
order/encounter60	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter60.gs	1	0	gs\dungeons.gs	or a4e60 - enc60	encounter-key	24	0	encounter-order-encounter60
order/encounter61	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter61.gs	1	0	gs\dungeons.gs	or a4e61 - enc61	encounter-key	25	0	encounter-order-encounter61
order/encounter62	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter62.gs	1	0	gs\dungeons.gs	or a4e62 - enc62	encounter-key	26	0	encounter-order-encounter62
order/encounter63	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter63.gs	1	0	gs\dungeons.gs	or a4e63 - enc63	encounter-key	23	0	encounter-order-encounter63
order/encounter64	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter64.gs	1	0	gs\dungeons.gs	or a4e64 - enc64	encounter-key	24	0	encounter-order-encounter64
order/encounter65	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter65.gs	1	0	gs\dungeons.gs	or a4e65 - enc65	encounter-key	24	0	encounter-order-encounter65
order/encounter66	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter66.gs	1	0	gs\dungeons.gs	or a4e66 - enc6	encounter-key	24	0	encounter-order-encounter66
order/encounter67	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter67.gs	1	0	gs\dungeons.gs	or a4e67 - encounter67	encounter-key	24	0	encounter-order-encounter67
order/encounter68	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter68.gs	1	0	gs\dungeons.gs	or a4e68 - enc68	encounter-key	22	0	encounter-order-encounter68
order/encounter69	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter69.gs	1	0	gs\dungeons.gs	or a4e69 - enc69	encounter-key	23	0	encounter-order-encounter69
order/encounter7	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter7.gs	1	0	gs\dungeons.gs	or a1e7 - enc7	encounter-key	24	0	encounter-order-encounter7
order/encounter70	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter70.gs	1	0	gs\dungeons.gs	or a4e70 - enc70	encounter-key	24	0	encounter-order-encounter70
order/encounter71	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter71.gs	1	0	gs\dungeons.gs	or a4e71 - enc71	encounter-key	24	0	encounter-order-encounter71
order/encounter72	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter72.gs	1	0	gs\dungeons.gs	or a4e72 - enc72	encounter-key	23	0	encounter-order-encounter72
order/encounter73	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter73.gs	1	0	gs\dungeons.gs	or a4e73 - enc73	encounter-key	23	0	encounter-order-encounter73
order/encounter74	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter74.gs	1	0	gs\dungeons.gs	or a4e74 - enc74	encounter-key	23	0	encounter-order-encounter74
order/encounter75	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter75.gs	1	0	gs\dungeons.gs	or a5e75 - enc75	encounter-key	25	0	encounter-order-encounter75
order/encounter76	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter76.gs	1	0	gs\dungeons.gs	or a5e76 - enc76	encounter-key	23	0	encounter-order-encounter76
order/encounter77	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter77.gs	1	0	gs\dungeons.gs	or a5e77 - enc77	encounter-key	23	0	encounter-order-encounter77
order/encounter78	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter78.gs	1	0	gs\dungeons.gs	or a5e78 - enc78	encounter-key	23	0	encounter-order-encounter78
order/encounter79	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter79.gs	1	0	gs\dungeons.gs	or a5e79 - enc79	encounter-key	26	0	encounter-order-encounter79
order/encounter8	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter8.gs	1	0	gs\dungeons.gs	or a1e8 - e8 5lvl	encounter-key	20	0	encounter-order-encounter8
order/encounter80	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter80.gs	1	0	gs\dungeons.gs	or a5e80 - enc80	encounter-key	24	0	encounter-order-encounter80
order/encounter81	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter81.gs	1	0	gs\dungeons.gs	or a5e81 - enc81	encounter-key	24	0	encounter-order-encounter81
order/encounter82	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter82.gs	1	0	gs\dungeons.gs	or a5e82 - enc82	encounter-key	24	0	encounter-order-encounter82
order/encounter83	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter83.gs	1	0	gs\dungeons.gs	or a5e83 - enc83	encounter-key	24	0	encounter-order-encounter83
order/encounter84a	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter84a.gs	1	0	gs\dungeons.gs	or a5e84A - enc84A	encounter-key	25	0	encounter-order-encounter84a
order/encounter84b	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter84b.gs	1	0	gs\dungeons.gs	or a5e84B - enc84B	encounter-key	24	0	encounter-order-encounter84b
order/encounter85	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter85.gs	1	0	gs\dungeons.gs	or a5e85 - enc85	encounter-key	24	0	encounter-order-encounter85
order/encounter86	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter86.gs	1	0	gs\dungeons.gs	or a5e86 - enc86	encounter-key	25	0	encounter-order-encounter86
order/encounter87	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter87.gs	1	0	gs\dungeons.gs	or a5e87 - enc87	encounter-key	23	0	encounter-order-encounter87
order/encounter88	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter88.gs	1	0	gs\dungeons.gs	or a5e88 - enc88	encounter-key	23	0	encounter-order-encounter88
order/encounter89	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter89.gs	1	0	gs\dungeons.gs	or a5e89 - enc89	encounter-key	24	0	encounter-order-encounter89
order/encounter90	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter90.gs	1	0	gs\dungeons.gs	or a5e90 - enc90	encounter-key	28	0	encounter-order-encounter90
order/encounter91a	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter91a.gs	1	0	gs\dungeons.gs	or a5e91A - enc91A	encounter-key	24	0	encounter-order-encounter91a
order/encounter91b	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter91b.gs	1	0	gs\dungeons.gs	or a5e91B - enc91B	encounter-key	26	0	encounter-order-encounter91b
order/encounter92	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter92.gs	1	0	gs\dungeons.gs	or a5e92 - enc92	encounter-key	20	0	encounter-order-encounter92
order/encounter93	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter93.gs	1	0	gs\dungeons.gs	or a5e93 - enc93	encounter-key	24	0	encounter-order-encounter93
order/encounter94	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter94.gs	1	0	gs\dungeons.gs	or a5e94 - enc94	encounter-key	23	0	encounter-order-encounter94
order/encounter97	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter97.gs	1	0	gs\dungeons.gs	or a5e97 - enc97	encounter-key	25	0	encounter-order-encounter97
order/encounter98	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter98.gs	1	0	gs\dungeons.gs	or a5e98 - enc98	encounter-key	21	0	encounter-order-encounter98
order/encounter99	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\encounter99.gs	1	0	gs\dungeons.gs	or a5e99 - enc99	encounter-key	23	0	encounter-order-encounter99
order/gencentaur	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\order\gencentaur.gs	1	0	gs\dungeons.gs	Centaur Encounter	encounter-key	16	0	encounter-order-gencentaur
order/genorder	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\order\genorder.gs	1	0	gs\dungeons.gs	Order Encounter	encounter-key	17	0	encounter-order-genorder
order/guenver	encounter	catalog-entry	vanilla,patch302	gs\dungeons\order\guenver.gs	1	0	gs\dungeons.gs	GUENKEY	encounter-key	17	0	encounter-order-guenver
order/orcave	encounter	catalog-entry	gs5r3	gs\dungeons\order\orcave.gs	1	0	gs\DUNGEONS5.gs	Order Cave	encounter-key	37	0	encounter-order-orcave
order/ordermult	encounter	catalog-entry	vanilla,patch302,gs5r3	gs\dungeons\order\ordermult.gs	1	0	gs\dungeons.gs	-	-	15	0	encounter-order-ordermult
order/ordung	encounter	catalog-entry	gs5r3	gs\dungeons\order\ordung.gs	1	0	gs\DUNGEONS5.gs	Archon Fortress	declared-name	16	0	encounter-order-ordung
order/orgtem	encounter	catalog-entry	gs5r3	gs\dungeons\order\orgtem.gs	1	0	gs\DUNGEONS5.gs	Order Great Temple	declared-name	15	0	encounter-order-orgtem
order/ormina	encounter	catalog-entry	gs5r3	gs\dungeons\order\ormina.gs	1	0	gs\DUNGEONS5.gs	Order Brew	encounter-key	18	0	encounter-order-ormina
order/orminc	encounter	catalog-entry	gs5r3	gs\dungeons\order\orminc.gs	1	0	gs\DUNGEONS5.gs	Order Crystal	encounter-key	18	0	encounter-order-orminc
order/orming	encounter	catalog-entry	gs5r3	gs\dungeons\order\orming.gs	1	0	gs\DUNGEONS5.gs	Order Gold	encounter-key	18	0	encounter-order-orming
order/ormult	encounter	catalog-entry	gs5r3	gs\dungeons\order\ormult.gs	1	0	gs\DUNGEONS5.gs	Order Multi	encounter-key	15	0	encounter-order-ormult
order/orstat	encounter	catalog-entry	gs5r3	gs\dungeons\order\orstat.gs	1	0	gs\DUNGEONS5.gs	Order Statue	encounter-key	18	0	encounter-order-orstat
order/ortowe	encounter	catalog-entry	gs5r3	gs\dungeons\order\ortowe.gs	1	0	gs\DUNGEONS5.gs	Order Tower	encounter-key	16	0	encounter-order-ortowe
order/quest/encounter1	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter1.gs	1	0	gs\DUNGEONS5.gs	or a1e1 - enc1	encounter-key	21	0	encounter-order-quest-encounter1
order/quest/encounter10	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter10.gs	1	0	gs\DUNGEONS5.gs	ora1e10 - e10 6lvl	encounter-key	25	0	encounter-order-quest-encounter10
order/quest/encounter100	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter100.gs	1	0	gs\DUNGEONS5.gs	or a6e100 - enc100	encounter-key	25	0	encounter-order-quest-encounter100
order/quest/encounter101	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter101.gs	1	0	gs\DUNGEONS5.gs	or a6e101 - enc101	encounter-key	26	0	encounter-order-quest-encounter101
order/quest/encounter102	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter102.gs	1	0	gs\DUNGEONS5.gs	or a6e102 - enc102	encounter-key	24	0	encounter-order-quest-encounter102
order/quest/encounter103	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter103.gs	1	0	gs\DUNGEONS5.gs	or a6e103 - enc103	encounter-key	23	0	encounter-order-quest-encounter103
order/quest/encounter104	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter104.gs	1	0	gs\DUNGEONS5.gs	or a6e104 - enc104	encounter-key	26	0	encounter-order-quest-encounter104
order/quest/encounter105	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter105.gs	1	0	gs\DUNGEONS5.gs	or a6e105 - enc105	encounter-key	25	0	encounter-order-quest-encounter105
order/quest/encounter106	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter106.gs	1	0	gs\DUNGEONS5.gs	or a6e106 - enc106	encounter-key	24	0	encounter-order-quest-encounter106
order/quest/encounter107	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter107.gs	1	0	gs\DUNGEONS5.gs	or a6e107 - enc107	encounter-key	24	0	encounter-order-quest-encounter107
order/quest/encounter108	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter108.gs	1	0	gs\DUNGEONS5.gs	or a6e108 - enc108	encounter-key	24	0	encounter-order-quest-encounter108
order/quest/encounter109	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter109.gs	1	0	gs\DUNGEONS5.gs	or a6e109 - enc109	encounter-key	22	0	encounter-order-quest-encounter109
order/quest/encounter11	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter11.gs	1	0	gs\DUNGEONS5.gs	or a1e11 - enc11	encounter-key	26	0	encounter-order-quest-encounter11
order/quest/encounter110	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter110.gs	1	0	gs\DUNGEONS5.gs	or a6e110 - enc110	encounter-key	23	0	encounter-order-quest-encounter110
order/quest/encounter111	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter111.gs	1	0	gs\DUNGEONS5.gs	or a6e111 - enc111	encounter-key	26	0	encounter-order-quest-encounter111
order/quest/encounter112	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter112.gs	1	0	gs\DUNGEONS5.gs	or a6e112 - enc112	encounter-key	25	0	encounter-order-quest-encounter112
order/quest/encounter113	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter113.gs	1	0	gs\DUNGEONS5.gs	or a6e113 - enc113	encounter-key	25	0	encounter-order-quest-encounter113
order/quest/encounter114	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter114.gs	1	0	gs\DUNGEONS5.gs	or a6e114 - enc114	encounter-key	27	0	encounter-order-quest-encounter114
order/quest/encounter115	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter115.gs	1	0	gs\DUNGEONS5.gs	or a6e115 - enc115	encounter-key	28	0	encounter-order-quest-encounter115
order/quest/encounter116	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter116.gs	1	0	gs\DUNGEONS5.gs	or a6e116 - enc116	encounter-key	23	0	encounter-order-quest-encounter116
order/quest/encounter118	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter118.gs	1	0	gs\DUNGEONS5.gs	or a6e118 - enc118	encounter-key	23	0	encounter-order-quest-encounter118
order/quest/encounter12	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter12.gs	1	0	gs\DUNGEONS5.gs	or a1e12 - enc12	encounter-key	24	0	encounter-order-quest-encounter12
order/quest/encounter13	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter13.gs	1	0	gs\DUNGEONS5.gs	or a1e13 - enc13	encounter-key	24	0	encounter-order-quest-encounter13
order/quest/encounter14	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter14.gs	1	0	gs\DUNGEONS5.gs	or a1e14 - enc14 6lvl	encounter-key	24	0	encounter-order-quest-encounter14
order/quest/encounter16	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter16.gs	1	0	gs\DUNGEONS5.gs	or a1e16 - enc16	encounter-key	27	0	encounter-order-quest-encounter16
order/quest/encounter17	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter17.gs	1	0	gs\DUNGEONS5.gs	or a1e17 - enc17	encounter-key	24	0	encounter-order-quest-encounter17
order/quest/encounter18	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter18.gs	1	0	gs\DUNGEONS5.gs	or a1e18 - enc18	encounter-key	23	0	encounter-order-quest-encounter18
order/quest/encounter19	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter19.gs	1	0	gs\DUNGEONS5.gs	ora1e19 - e19 5lvl	encounter-key	23	0	encounter-order-quest-encounter19
order/quest/encounter2	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter2.gs	1	0	gs\DUNGEONS5.gs	or a1e2 - enc2	encounter-key	25	0	encounter-order-quest-encounter2
order/quest/encounter20	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter20.gs	1	0	gs\DUNGEONS5.gs	or a1e20 - enc20	encounter-key	25	0	encounter-order-quest-encounter20
order/quest/encounter20b	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter20b.gs	1	0	gs\DUNGEONS5.gs	or a1e20b - encounter20b	encounter-key	26	0	encounter-order-quest-encounter20b
order/quest/encounter21	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter21.gs	1	0	gs\DUNGEONS5.gs	or a1e21 - enc21 	encounter-key	23	0	encounter-order-quest-encounter21
order/quest/encounter22	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter22.gs	1	0	gs\DUNGEONS5.gs	or a1e22 - enc22 	encounter-key	26	0	encounter-order-quest-encounter22
order/quest/encounter23	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter23.gs	1	0	gs\DUNGEONS5.gs	or a1e23 - enc23	encounter-key	24	0	encounter-order-quest-encounter23
order/quest/encounter24	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter24.gs	1	0	gs\DUNGEONS5.gs	or a1e24 - e24 5lvl	encounter-key	24	0	encounter-order-quest-encounter24
order/quest/encounter25	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter25.gs	1	0	gs\DUNGEONS5.gs	or a1e25 - enc25	encounter-key	26	0	encounter-order-quest-encounter25
order/quest/encounter26	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter26.gs	1	0	gs\DUNGEONS5.gs	or a1e26 - encounter26	encounter-key	26	0	encounter-order-quest-encounter26
order/quest/encounter27	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter27.gs	1	0	gs\DUNGEONS5.gs	or a1e27 - enc27	encounter-key	25	0	encounter-order-quest-encounter27
order/quest/encounter28	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter28.gs	1	0	gs\DUNGEONS5.gs	or a1e28 - enc28	encounter-key	25	0	encounter-order-quest-encounter28
order/quest/encounter29	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter29.gs	1	0	gs\DUNGEONS5.gs	or a1e29 - enc29	encounter-key	25	0	encounter-order-quest-encounter29
order/quest/encounter3	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter3.gs	1	0	gs\DUNGEONS5.gs	or A1E3 - enc3	encounter-key	25	0	encounter-order-quest-encounter3
order/quest/encounter30	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter30.gs	1	0	gs\DUNGEONS5.gs	or a1e30 - enc30	encounter-key	24	0	encounter-order-quest-encounter30
order/quest/encounter31	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter31.gs	1	0	gs\DUNGEONS5.gs	or a1e31 - enc31	encounter-key	23	0	encounter-order-quest-encounter31
order/quest/encounter32	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter32.gs	1	0	gs\DUNGEONS5.gs	or a1e32 - enc32	encounter-key	25	0	encounter-order-quest-encounter32
order/quest/encounter33	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter33.gs	1	0	gs\DUNGEONS5.gs	or a1e33 - enc33	encounter-key	24	0	encounter-order-quest-encounter33
order/quest/encounter34	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter34.gs	1	0	gs\DUNGEONS5.gs	or a1e34 - enc34	encounter-key	25	0	encounter-order-quest-encounter34
order/quest/encounter35	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter35.gs	1	0	gs\DUNGEONS5.gs	or a1e35 - enc35	encounter-key	25	0	encounter-order-quest-encounter35
order/quest/encounter36	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter36.gs	1	0	gs\DUNGEONS5.gs	or a1e36 - encounter36	encounter-key	25	0	encounter-order-quest-encounter36
order/quest/encounter37	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter37.gs	1	0	gs\DUNGEONS5.gs	or a2e37 - enc37	encounter-key	28	0	encounter-order-quest-encounter37
order/quest/encounter38	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter38.gs	1	0	gs\DUNGEONS5.gs	or a2e38 - enc38	encounter-key	24	0	encounter-order-quest-encounter38
order/quest/encounter39	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter39.gs	1	0	gs\DUNGEONS5.gs	or a2e39 - enc39	encounter-key	24	0	encounter-order-quest-encounter39
order/quest/encounter4	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter4.gs	1	0	gs\DUNGEONS5.gs	or a1e4 - enc4	encounter-key	26	0	encounter-order-quest-encounter4
order/quest/encounter40	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter40.gs	1	0	gs\DUNGEONS5.gs	or a2e40 - enc40	encounter-key	24	0	encounter-order-quest-encounter40
order/quest/encounter41	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter41.gs	1	0	gs\DUNGEONS5.gs	or a2e41 - enc41	encounter-key	24	0	encounter-order-quest-encounter41
order/quest/encounter42	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter42.gs	1	0	gs\DUNGEONS5.gs	or a2e42 - enc42	encounter-key	24	0	encounter-order-quest-encounter42
order/quest/encounter43	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter43.gs	1	0	gs\DUNGEONS5.gs	or a2e43 - enc43	encounter-key	25	0	encounter-order-quest-encounter43
order/quest/encounter44	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter44.gs	1	0	gs\DUNGEONS5.gs	or a2e44 - enc44	encounter-key	25	0	encounter-order-quest-encounter44
order/quest/encounter45	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter45.gs	1	0	gs\DUNGEONS5.gs	or a2e45 - enc45	encounter-key	23	0	encounter-order-quest-encounter45
order/quest/encounter46	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter46.gs	1	0	gs\DUNGEONS5.gs	or a3e46 - e46 5lvl	encounter-key	26	0	encounter-order-quest-encounter46
order/quest/encounter47	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter47.gs	1	0	gs\DUNGEONS5.gs	or a3e47 - enc47	encounter-key	24	0	encounter-order-quest-encounter47
order/quest/encounter48	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter48.gs	1	0	gs\DUNGEONS5.gs	or a3e48 - enc48	encounter-key	26	0	encounter-order-quest-encounter48
order/quest/encounter49	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter49.gs	1	0	gs\DUNGEONS5.gs	or a3e49 - enc49	encounter-key	25	0	encounter-order-quest-encounter49
order/quest/encounter5	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter5.gs	1	0	gs\DUNGEONS5.gs	or a1e5 - enc5	encounter-key	22	0	encounter-order-quest-encounter5
order/quest/encounter50	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter50.gs	1	0	gs\DUNGEONS5.gs	or a3e50 - enc50	encounter-key	25	0	encounter-order-quest-encounter50
order/quest/encounter51	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter51.gs	1	0	gs\DUNGEONS5.gs	or a3e51 - enc51	encounter-key	25	0	encounter-order-quest-encounter51
order/quest/encounter52	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter52.gs	1	0	gs\DUNGEONS5.gs	or a3e52 - enc52	encounter-key	26	0	encounter-order-quest-encounter52
order/quest/encounter53	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter53.gs	1	0	gs\DUNGEONS5.gs	or a3e53 - enc53	encounter-key	24	0	encounter-order-quest-encounter53
order/quest/encounter54	encounter	catalog-entry	gs5r3	gs\dungeons\order\quest\encounter54.gs	1	0	gs\DUNGEONS5.gs	or a3e54 - enc54	encounter-key	26	0	encounter-order-quest-encounter54
