symbol	kind	in-vanilla	in-patch302	in-gs5r3	patch302-vs-vanilla	gs5r3-vs-vanilla	gs5r3-vs-patch302	changed-fields
spell:earthquake	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:embgolg	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:embrace_of_golgoth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:enchant_weapon_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:entangle	spell	yes	yes	yes	identical	token-level	token-level	dummy,duration,effect,invoke_effects,mana,name,research_cost,reset_entangle_effect,spellcondition?,temporary_modifications,tip_buffer,viability
spell:equake	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:erosion	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:ether_gauze	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:explode	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:falcons_eye	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:faleye	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fdart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:feather_sword	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:fire_breath	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fire_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fire_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fire_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fireball	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,dummy,duration,engulfed,expire_mods,missile_effects,missile_hit_aura,permanent_modifications,research_cost,target_radius,temporary_modifications,tip_buffer,viability,viability_damage
spell:fireheal	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fireworks	spell	yes	yes	yes	identical	token-level	token-level	invoke_effects,research_cost,spellcondition?,tip_buffer
spell:firstaid	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:flame_arrows	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:flarrow	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:flood	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:fog	spell	yes	yes	yes	identical	token-level	token-level	display_updates,duration,name,permanent_modifications,research_cost,temporary_modifications,tip_buffer,viability
spell:formrch	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:freeze	spell	yes	yes	yes	identical	token-level	token-level	cast_ticks,duration,expire_mods,maintenance,repeat_count,repeat_invoke_effects,repeat_modifications,repeat_time,research_cost,spellcondition?,target_palette_effect,temp_var0,temp_var1,temporary_modifications,tip_buffer,viability
spell:frenzy	spell	yes	yes	yes	identical	token-level	token-level	disabled_repeat_invoke_effects,dummy,duration,image,invoke_effects,mana,permanent_modifications,repeat_count,repeat_modifications,repeat_time,research_cost,spellcondition?,target_aura,target_palette_effect,target_palette_effect_percent,temporary_modifications,tip_buffer,viability
spell:frost_breath	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:frozen_armor	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:fstorm	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fsword	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:funmrch	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fury	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:fury_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:gamble	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:gen_missile	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:gift_of_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:giftolife	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:gold_rush	spell	yes	yes	yes	identical	token-level	token-level	invoke_effects,research_cost,spellcondition?,tip_buffer
spell:golggift	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:golgoths_gift	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:guard_waves	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:guard_winds	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:guardian_waves	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:guardian_winds	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:hand_of_fate	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:handofate	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:headwind	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,name,research_cost,spellcondition?,target_radius,temp_var0,temporary_modifications,tip_buffer,viability,wind_speed
spell:heal	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:heal_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:heal_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:heal_self	spell	yes	yes	yes	identical	token-level	token-level	cast_ticks,dummy,invoke_effects,permanent_modifications,research_cost,tip_buffer,viability
spell:healing_waters	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:healwater	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:heat	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:heat_metal	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:heat_shield	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,post_mods,research_cost,spellcondition?,temporary_modifications,tip_buffer,viability
spell:heroic_demise	spell	yes	yes	yes	identical	token-level	token-level	duration,maintenance,permanent_modifications,research_cost,tip_buffer
spell:holy_ench	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:holy_enchantment	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:holy_ghost	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:holy_visit	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cure_amount,dummy,duration,invoke_effects,maintenance,mana,permanent_modifications,pre_mods,recover_ticks,repeat_count,repeat_invoke_effects,repeat_modifications,repeat_time,research_cost,spellcondition?,temp_var0,temp_var1,temp_var2,temporary_modifications,tip_buffer,viability
spell:hover	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:hypothermia	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:ice	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:ice_comet	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:icebolt	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:icy_coffin	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:icycoff	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:immolation	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:imolate	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:inferno	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cast_ticks,engulfed,expire_mods,invoke_effects,maintenance,mana,post_mods,recover_ticks,repeat_count,repeat_invoke_effects,repeat_modifications,repeatwithoutbuff?,research_cost,spell_damage,spellcondition?,target_aura,temporary_modifications,tip_buffer,unfreeze,viability
spell:infest_cave	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:inspire	spell	yes	yes	yes	identical	token-level	token-level	invoke_effects,research_cost,spellcondition?,tip_buffer
spell:invig	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:invoke_fate	spell	yes	yes	yes	identical	token-level	token-level	invoke_effects,mana,research_cost,spellcondition?,tip_buffer
spell:invulnerability	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:iron_skin	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:justice	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cast_ticks,maintenance,mana,permanent_modifications,recover_ticks,research_cost,spell_damage,spellcondition?,target_radius,tip_buffer,viability
spell:lavaflow	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:lcharge	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:leader	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:leadership	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:leeches	spell	yes	yes	yes	identical	token-level	token-level	book,can_accumulate?,casterlink?,image,level,maintenance,mana,mode,permanent_modifications,repeat_count,repeat_invoke_effects,repeat_modifications,repeat_time,repeatcondition?,repeatondead?,repeatwithoutbuff?,research_cost,tip_buffer,viability
spell:life_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:life_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:life_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:light_rain	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:lightning_charge	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:lightning_spll	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:lightrain	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:locust	spell	yes	yes	yes	identical	token-level	token-level	display_updates,dummy,duration,locust_type,maintenance,mana,missile_flags,missile_gravity,missile_lifespan,missile_type,more_damage,permanent_modifications,post_mods,pre_mods,repeat_count,repeat_modifications,repeat_time,research_cost,spell_damage,spellcondition?,temporary_modifications,tip_buffer,viability
spell:locust_swarm	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:lost_soul	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:lostsoul	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:lower_resistance_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:march_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:meteor	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:meteor_shower	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:mighty_blow	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:mind_control	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:minor_fate	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:minor_rust	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:minorust	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:missile_protection	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:morale	spell	yes	yes	yes	identical	token-level	token-level	book,casting_aura_type,duration,image,invoke_effects,maintenance,mana,mode,morale_mod,research_cost,spellcondition?,target,target_aura,temporary_modifications,tip_buffer,viability
spell:morphdwarf	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:morpho	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:morphs	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:mud_slide	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:multi_shot	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:neutralize	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:order_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:order_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:order_seer	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:order_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:pacify	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:pestilence	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:petrify	spell	yes	yes	yes	identical	token-level	token-level	cast_ticks,dummy,duration,expire_mods,image,maintenance,mana,modifier_aura,repeat_count,repeat_invoke_effects,repeat_modifications,repeat_time,research_cost,spellcondition?,target_aura,target_palette_effect,temp_var0,temporary_modifications,tip_buffer,viability
spell:phoenix_grace	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:pixies	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cast_ticks,duration,image,maintenance,mana,missile_effects,missile_flags,mode,modifier_flag,permanent_modifications,recover_ticks,research_cost,spellcondition?,spread_infection?,target_aura_channel,target_radius,tip_buffer
spell:poison	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:poison_cloud	spell	yes	yes	yes	identical	token-level	token-level	book,duration,invoke_effects,maintenance,mana,modifier_aura,repeat_count,repeat_invoke_effects,repeat_modifications,repeat_time,research_cost,spell_damage,spellcondition?,target_radius,temporary_modifications,tip_buffer,viability
spell:poltice	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:polymorph_other	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:polymorph_self	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:possession	spell	yes	yes	yes	identical	token-level	token-level	cast_ticks,duration,level,maintenance,recover_ticks,research_cost,spellcondition?,tip_buffer,viability
spell:potion_dexterity	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_health	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_luck	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_mana	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_movement	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_power	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_rejuvenation	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_resistance	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_strength	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potion_wisdom	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:potiond	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:potionh	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:potionm	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:potionr	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:potions	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:primal_fear	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:primfear	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:prismatic_hand	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:protect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:protection	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,maintenance,protection_mod,research_cost,spellcondition?,temporary_modifications,tip_buffer,viability
spell:purgewounds	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:purifywounds	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:qsilver	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:quick_silver	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:raise_elevation	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:raise_frozen_shade	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:raise_shade	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:raise_skeleton	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:raise_zombie	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:random_bolt	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:randomi	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:rangers_vision	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:rangvis	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:ray_of_hope	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:rayohope	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:recon	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:recover_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:recover_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:reflect_missile	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:reflect_shield	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:reflection_shield	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:regen	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:regen3	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:regen7	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:regenerate_army	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:regenerate_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:rein	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:reincarnation	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:relocarm	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:relocate_army	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:remove_impairments	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:resist_magic_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:resurrect	spell	yes	yes	yes	identical	token-level	token-level	cast_ticks,dummy,duration,level,maintenance,mana,permanent_modifications,research_cost,temporary_modifications,tip_buffer,viability
spell:ribolt	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:ricause	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:righteous_cause	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:ring_of_anything	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:riptide	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:roccapotion	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:rocksling	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:roulette	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:rust	spell	yes	yes	yes	identical	token-level	token-level	duration,research_cost,spellcondition?,temp_var0,temporary_modifications,tip_buffer,viability
spell:sanctuary	spell	yes	yes	yes	identical	token-level	token-level	image,invoke_effects,research_cost,spellcondition?,tip_buffer
spell:sands_of_sleep	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:sandst	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:scald	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:seer_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:seer_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:shade	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:shaken	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:shands	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:shim_veil	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:shimmering_veil	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:skel	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:sleep	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:slow	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,research_cost,slow_down,spellcondition?,target_radius,temp_var0,temporary_modifications,tip_buffer,viability
spell:spark	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,duration,engulfed,image,maintenance,missile_gravity,missile_hit_aura,missile_speed,missile_type,name,permanent_modifications,post_mods,pre_mods,research_cost,target_aura,target_radius,temporary_modifications,tip_buffer,viability
spell:sparrow	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:spawn	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:spawn_mushroom	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:spider_web	spell	yes	yes	yes	identical	token-level	token-level	dummy,duration,image,level,maintenance,mana,research_cost,tip_buffer,viability
spell:spirit	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:stone_hands	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:stone_skin	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:stone_touch	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:stoneskin	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:strength_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:strength_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:stun	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:stun_spell	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:stunned	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:summon_creature_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:survey	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:survey2	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:swiftness	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,maintenance,pre_mods,research_cost,spell_var0,spell_var1,spellcondition?,temporary_modifications,tip_buffer,viability
spell:teleport_artifact_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:teleport_artifact_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_special	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:terrain_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:tin_armor	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:trailblaze	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:transform_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:transform_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:transform_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:transform_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:tremor	spell	yes	yes	yes	identical	token-level	token-level	book,can_accumulate?,cast_ticks,dummy,duration,image,invoke_effects,maintenance,mana,mode,modifier_aura,permanent_modifications,recover_ticks,repeat_count,repeat_modifications,repeat_time,repeatwithoutbuff?,research_cost,spell_damage,spellcondition?,target,target_aura,temporary_modifications,tip_buffer,viability
spell:trick	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:tunnel	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:turn_to_stone	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:turn_undead	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cast_ticks,duration,invoke_effects,mode,permanent_modifications,pre_mods,recover_ticks,research_cost,slow_undead,spell_damage,spellcondition?,temporary_modifications,tip_buffer,viability
spell:turnicate	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:turnstone	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:unturn_undead	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:unword	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:visage	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:visage_of_horror	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:vortex	spell	yes	yes	yes	identical	token-level	token-level	dummy,maintenance,missile_effects,missile_flags,missile_lifespan,permanent_modifications,research_cost,spell_damage,tip_buffer,viability,vortex_turn_time
spell:walk	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:wanderlust	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:watch_tower	spell	yes	yes	yes	identical	token-level	token-level	image,invoke_effects,research_cost,spellcondition?,tip_buffer
spell:water_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:water_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:water_seer	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:water_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:weaken	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:wheel	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:whisper_of_the_waves	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:whiswave	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:wildfire	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:wind_mills	spell	yes	yes	yes	identical	token-level	token-level	invoke_effects,name,research_cost,spellcondition?,tip_buffer
spell:windsoch	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:windwalk	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:zaprad	spell	yes	yes	no	identical	only-in-left	only-in-left	-
unit:aicav	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,gold_to_build,man_turns,marketplace_required,melee_attack_resistance,missile_attack_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,stables_required,stealth_noise_factor,strength,water_resistance,wisdom
unit:aicr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,hit_points,level_procedure,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,water_resistance,wisdom
